Date,MinTemp,MaxTemp,Rainfall,Humidity3pm,MeanTemp,Season
2009-06-27,4.9,18.1,5.2,55,11.5,Summer
2009-06-28,1.4,16.8,0.0,50,9.1,Summer
2009-06-29,2.2,17.5,0.2,45,9.85,Summer
2009-06-30,-0.1,18.0,0.0,46,8.95,Summer
2009-07-01,-0.9,18.5,0.0,38,8.8,Summer
2009-07-02,0.6,14.0,0.0,67,7.3,Summer
2009-07-03,4.6,15.7,0.0,67,10.149999999999999,Summer
2009-07-04,9.8,14.4,0.8,86,12.100000000000001,Summer
2009-07-05,10.6,15.1,3.8,65,12.85,Summer
2009-07-06,7.8,15.1,0.0,65,11.45,Summer
2009-07-07,4.4,16.7,0.0,42,10.55,Summer
2009-07-08,-0.2,15.5,0.0,42,7.65,Summer
2009-07-09,4.3,14.5,0.0,70,9.4,Summer
2009-07-10,7.4,16.3,0.0,65,11.850000000000001,Summer
2009-07-11,8.6,13.7,6.2,94,11.149999999999999,Summer
2009-07-12,10.2,15.0,4.8,65,12.6,Summer
2009-07-13,7.3,16.4,0.2,48,11.85,Summer
2009-07-14,8.7,13.0,0.6,58,10.85,Summer
2009-07-15,1.0,11.8,0.0,49,6.4,Summer
2009-07-16,2.1,14.7,0.0,57,8.4,Summer
2009-07-17,6.4,16.9,0.0,51,11.649999999999999,Summer
2009-07-18,5.4,15.5,0.0,58,10.45,Summer
2009-07-19,0.4,15.5,0.0,70,7.95,Summer
2009-07-20,4.0,15.9,0.0,63,9.95,Summer
2009-07-21,8.4,11.7,4.8,86,10.05,Summer
2009-07-22,0.4,13.9,0.6,59,7.15,Summer
2009-07-23,4.2,14.0,0.0,44,9.1,Summer
2009-07-24,0.9,12.9,0.0,53,6.9,Summer
2009-07-25,0.8,13.0,0.0,69,6.9,Summer
2009-07-26,4.3,12.6,0.0,54,8.45,Summer
2009-07-27,6.3,11.8,0.0,48,9.05,Summer
2009-07-28,3.5,14.3,0.0,51,8.9,Summer
2009-07-29,-1.5,14.8,0.0,41,6.65,Summer
2009-07-30,1.2,16.0,0.0,38,8.6,Summer
2009-07-31,0.5,15.4,0.0,68,7.95,Summer
2009-08-01,5.3,11.7,2.0,56,8.5,Summer
2009-08-02,6.6,13.1,0.2,53,9.85,Summer
2009-08-03,-1.6,11.5,0.0,53,4.95,Summer
2009-08-04,-3.1,12.0,0.0,52,4.45,Summer
2009-08-05,-0.1,14.2,0.0,55,7.05,Summer
2009-08-06,-0.6,14.0,0.0,59,6.7,Summer
2009-08-07,3.0,11.1,0.8,96,7.05,Summer
2009-08-08,2.9,9.5,16.8,72,6.2,Summer
2009-08-09,-1.3,8.8,0.0,68,3.7500000000000004,Summer
2009-08-10,1.8,8.7,0.0,85,5.25,Summer
2009-08-11,2.9,8.4,1.6,66,5.65,Summer
2009-08-12,-2.6,11.1,0.2,54,4.25,Summer
2009-08-13,0.5,11.0,0.0,69,5.75,Summer
2009-08-14,2.7,16.5,0.0,51,9.6,Summer
2009-08-15,-1.7,13.6,0.0,46,5.95,Summer
2009-08-16,-0.9,12.8,0.2,62,5.95,Summer
2009-08-17,-1.8,11.5,0.0,55,4.85,Summer
2009-08-18,1.3,10.6,0.0,73,5.95,Summer
2009-08-19,2.4,11.6,1.2,48,7.0,Summer
2009-08-20,-1.1,11.0,0.2,87,4.95,Summer
2009-08-21,2.3,11.6,19.2,56,6.949999999999999,Summer
2009-08-22,-2.2,11.6,0.0,33,4.699999999999999,Summer
2009-08-23,-3.5,11.2,0.0,48,3.8499999999999996,Summer
2009-08-24,-1.0,12.2,0.0,51,5.6,Summer
2009-08-25,-2.1,12.9,0.0,25,5.4,Summer
2009-08-26,-2.0,11.3,0.2,50,4.65,Summer
2009-08-27,-2.3,9.7,0.0,66,3.6999999999999997,Summer
2009-08-28,-1.6,10.7,1.4,56,4.55,Summer
2009-08-29,0.8,12.2,0.0,49,6.5,Summer
2009-08-30,-2.8,12.2,0.0,48,4.699999999999999,Summer
2009-08-31,-2.8,14.1,0.0,38,5.65,Summer
2009-09-01,3.0,9.7,1.0,82,6.35,Autumn
2009-09-02,4.4,11.5,6.6,56,7.95,Autumn
2009-09-03,2.3,12.8,0.0,48,7.550000000000001,Autumn
2009-09-04,-2.0,12.3,0.0,60,5.15,Autumn
2009-09-05,-1.9,10.9,0.0,72,4.5,Autumn
2009-09-06,4.8,14.1,4.0,48,9.45,Autumn
2009-09-07,-0.6,11.1,0.0,78,5.25,Autumn
2009-09-08,3.1,12.5,1.2,62,7.8,Autumn
2009-09-09,-2.9,9.6,0.0,70,3.3499999999999996,Autumn
2009-09-10,-3.5,7.6,0.4,68,2.05,Autumn
2009-09-11,-0.3,9.3,0.4,60,4.5,Autumn
2009-09-12,0.1,10.4,0.0,63,5.25,Autumn
2009-09-13,2.3,12.2,0.0,41,7.25,Autumn
2009-09-14,2.1,10.7,0.0,45,6.3999999999999995,Autumn
2009-09-15,4.6,14.7,0.0,51,9.649999999999999,Autumn
2009-09-16,3.7,14.2,0.0,27,8.95,Autumn
2009-09-17,-1.3,11.6,0.0,35,5.1499999999999995,Autumn
2009-09-18,-3.4,12.5,0.0,30,4.55,Autumn
2009-09-19,-5.3,13.1,0.0,47,3.9,Autumn
2009-09-20,0.0,14.0,0.0,36,7.0,Autumn
2009-09-21,2.4,14.1,0.0,27,8.25,Autumn
2009-09-22,-0.6,12.2,0.0,44,5.8,Autumn
2009-09-23,2.3,11.6,0.0,38,6.949999999999999,Autumn
2009-09-24,-3.7,14.4,0.0,28,5.35,Autumn
2009-09-25,-0.9,14.2,0.0,34,6.6499999999999995,Autumn
2009-09-26,-1.5,17.3,0.0,23,7.9,Autumn
2009-09-27,-3.3,15.1,0.0,23,5.9,Autumn
2009-09-28,-0.1,14.7,0.0,43,7.3,Autumn
2009-09-29,-0.2,16.2,0.0,45,8.0,Autumn
2009-09-30,0.5,16.3,0.0,45,8.4,Autumn
2009-10-01,6.1,17.2,4.0,85,11.649999999999999,Autumn
2009-10-02,4.1,14.8,7.4,34,9.45,Autumn
2009-10-03,0.1,16.7,0.0,44,8.4,Autumn
2009-10-04,3.2,12.1,0.0,51,7.65,Autumn
2009-10-05,5.4,11.3,0.2,61,8.350000000000001,Autumn
2009-10-06,5.8,12.4,0.0,73,9.1,Autumn
2009-10-07,6.3,16.1,0.0,33,11.200000000000001,Autumn
2009-10-08,-0.9,16.7,0.0,33,7.8999999999999995,Autumn
2009-10-09,0.2,15.5,1.0,37,7.85,Autumn
2009-10-10,-3.7,14.7,0.0,25,5.5,Autumn
2009-10-11,-2.7,15.2,0.0,35,6.25,Autumn
2009-10-12,-2.5,16.6,0.0,20,7.050000000000001,Autumn
2009-10-13,-0.5,21.6,0.0,27,10.55,Autumn
2009-10-14,9.0,25.5,0.0,31,17.25,Autumn
2009-10-15,13.1,19.4,9.8,43,16.25,Autumn
2009-10-16,8.7,19.7,1.6,33,14.2,Autumn
2009-10-17,3.9,13.2,3.4,33,8.549999999999999,Autumn
2009-10-18,0.7,14.1,0.0,43,7.3999999999999995,Autumn
2009-10-19,1.1,18.0,0.0,36,9.55,Autumn
2009-10-20,5.1,23.3,0.0,30,14.2,Autumn
2009-10-21,7.5,23.3,0.0,15,15.4,Autumn
2009-10-22,4.7,19.5,0.0,25,12.1,Autumn
2009-10-23,3.2,21.9,0.0,50,12.549999999999999,Autumn
2009-10-24,7.8,16.2,17.4,44,12.0,Autumn
2009-10-25,2.4,17.3,0.0,33,9.85,Autumn
2009-10-26,3.2,18.7,0.0,32,10.95,Autumn
2009-10-27,2.5,20.9,0.0,35,11.7,Autumn
2009-10-28,6.5,25.7,0.0,25,16.1,Autumn
2009-10-29,14.4,24.3,0.0,25,19.35,Autumn
2009-10-30,4.9,18.9,0.0,32,11.899999999999999,Autumn
2009-10-31,2.3,16.8,0.0,34,9.55,Autumn
2009-11-01,1.4,20.6,0.0,16,11.0,Autumn
2009-11-02,5.6,27.6,0.0,21,16.6,Autumn
2009-11-03,16.8,28.9,0.0,22,22.85,Autumn
2009-11-04,14.4,20.7,7.6,65,17.55,Autumn
2009-11-05,10.3,21.3,3.0,46,15.8,Autumn
2009-11-06,11.2,18.0,0.0,40,14.6,Autumn
2009-11-07,0.3,16.0,8.2,45,8.15,Autumn
2009-11-08,0.5,17.9,0.0,33,9.2,Autumn
2009-11-09,0.5,20.0,0.0,22,10.25,Autumn
2009-11-10,4.6,22.0,0.0,25,13.3,Autumn
2009-11-11,8.2,22.4,0.0,30,15.299999999999999,Autumn
2009-11-12,4.5,23.9,0.0,27,14.2,Autumn
2009-11-13,6.7,26.1,0.0,47,16.400000000000002,Autumn
2009-11-14,11.9,21.1,13.2,61,16.5,Autumn
2009-11-15,9.2,19.6,0.6,42,14.4,Autumn
2009-11-16,4.4,21.0,0.0,30,12.7,Autumn
2009-11-17,5.0,24.1,0.0,34,14.55,Autumn
2009-11-18,6.7,24.7,0.0,31,15.7,Autumn
2009-11-19,8.3,28.5,0.0,30,18.4,Autumn
2009-11-20,11.3,27.4,0.2,20,19.35,Autumn
2009-11-21,9.0,20.6,0.0,28,14.8,Autumn
2009-11-22,3.4,15.0,0.8,24,9.2,Autumn
2009-11-23,3.2,18.0,0.0,25,10.6,Autumn
2009-11-24,0.9,20.7,0.0,29,10.799999999999999,Autumn
2009-11-25,3.3,25.5,0.0,16,14.4,Autumn
2009-11-26,7.9,26.1,0.0,20,17.0,Autumn
2009-11-27,9.0,30.7,0.0,15,19.85,Autumn
2009-11-28,7.1,28.4,0.0,22,17.75,Autumn
2009-11-29,12.5,19.9,0.0,47,16.2,Autumn
2009-11-30,12.5,26.9,0.0,39,19.7,Autumn
2009-12-01,12.3,30.2,0.0,13,21.25,Winter
