timestamp,kwh,building,month,hour
2023-02-03 05:00:00,79.23107166326191,BuildingA,Feb,5
2023-02-03 06:00:00,91.00666375506373,BuildingA,Feb,6
2023-02-03 07:00:00,85.27765115262844,BuildingA,Feb,7
2023-02-03 08:00:00,36.64411532472724,BuildingA,Feb,8
2023-02-03 09:00:00,57.88031477464145,BuildingA,Feb,9
2023-02-03 10:00:00,15.019175442750534,BuildingA,Feb,10
2023-02-03 11:00:00,93.13080522487276,BuildingA,Feb,11
2023-02-03 12:00:00,51.05452663658156,BuildingA,Feb,12
2023-02-03 13:00:00,20.20718005781105,BuildingA,Feb,13
2023-02-03 14:00:00,20.08822244965005,BuildingA,Feb,14
2023-02-03 15:00:00,38.95214803364252,BuildingA,Feb,15
2023-02-03 16:00:00,37.352639760672446,BuildingA,Feb,16
2023-02-03 17:00:00,78.34884976715767,BuildingA,Feb,17
2023-02-03 18:00:00,24.3814288034675,BuildingA,Feb,18
2023-02-03 19:00:00,88.90920067680837,BuildingA,Feb,19
2023-02-03 20:00:00,96.19344322075264,BuildingA,Feb,20
2023-02-03 21:00:00,31.36648316755393,BuildingA,Feb,21
2023-02-03 22:00:00,57.65326827803448,BuildingA,Feb,22
2023-02-03 23:00:00,33.72931504790612,BuildingA,Feb,23
2023-02-04 00:00:00,76.49710484642424,BuildingA,Feb,0
2023-02-04 01:00:00,78.12514418241689,BuildingA,Feb,1
2023-02-04 02:00:00,20.05281772616888,BuildingA,Feb,2
2023-02-04 03:00:00,82.93026889872655,BuildingA,Feb,3
2023-02-04 04:00:00,13.70707881981378,BuildingA,Feb,4
2023-02-04 05:00:00,98.31189846637994,BuildingA,Feb,5
2023-02-04 06:00:00,79.18084173575076,BuildingA,Feb,6
2023-02-04 07:00:00,23.23719752810388,BuildingA,Feb,7
2023-02-04 08:00:00,10.058356543246038,BuildingA,Feb,8
2023-02-04 09:00:00,92.69991871014535,BuildingA,Feb,9
2023-02-04 10:00:00,94.44195902501912,BuildingA,Feb,10
2023-02-04 11:00:00,76.76916592780087,BuildingA,Feb,11
2023-02-04 12:00:00,73.14647052531508,BuildingA,Feb,12
2023-02-04 13:00:00,48.51321942665831,BuildingA,Feb,13
2023-02-04 14:00:00,94.59011964784554,BuildingA,Feb,14
2023-02-04 15:00:00,10.929092585900587,BuildingA,Feb,15
2023-02-04 16:00:00,67.94911433792169,BuildingA,Feb,16
2023-02-04 17:00:00,76.75159871024191,BuildingA,Feb,17
2023-02-04 18:00:00,88.1960355814405,BuildingA,Feb,18
2023-02-04 19:00:00,87.12927567933883,BuildingA,Feb,19
2023-02-04 20:00:00,55.83226364998037,BuildingA,Feb,20
2023-02-04 21:00:00,45.098842858368165,BuildingA,Feb,21
2023-02-04 22:00:00,91.94323005124436,BuildingA,Feb,22
2023-02-04 23:00:00,93.31399252802296,BuildingA,Feb,23
2023-02-05 00:00:00,93.27631290297518,BuildingA,Feb,0
2023-02-05 01:00:00,71.19278660392577,BuildingA,Feb,1
2023-02-05 02:00:00,44.50317128567486,BuildingA,Feb,2
2023-02-05 03:00:00,38.81159529781951,BuildingA,Feb,3
2023-02-05 04:00:00,71.47289274992613,BuildingA,Feb,4
2023-02-05 05:00:00,64.24301800487638,BuildingA,Feb,5
2023-02-05 06:00:00,45.56907374446068,BuildingA,Feb,6
2023-02-05 07:00:00,45.45647153108674,BuildingA,Feb,7
2023-02-05 08:00:00,33.50777676185827,BuildingA,Feb,8
2023-02-05 09:00:00,15.050355247392964,BuildingA,Feb,9
2023-02-05 10:00:00,92.81894601595528,BuildingA,Feb,10
2023-02-05 11:00:00,75.36500536655122,BuildingA,Feb,11
2023-02-05 12:00:00,31.77792344554249,BuildingA,Feb,12
2023-02-05 13:00:00,87.44412963013838,BuildingA,Feb,13
2023-02-05 14:00:00,96.66903784606193,BuildingA,Feb,14
2023-02-05 15:00:00,96.76782954159982,BuildingA,Feb,15
2023-02-05 16:00:00,27.500900064043517,BuildingA,Feb,16
2023-02-05 17:00:00,35.170980583636336,BuildingA,Feb,17
2023-02-05 18:00:00,27.241597670790387,BuildingA,Feb,18
2023-02-05 19:00:00,61.64349169687103,BuildingA,Feb,19
2023-02-05 20:00:00,93.70092558428098,BuildingA,Feb,20
2023-02-05 21:00:00,23.94009901860995,BuildingA,Feb,21
2023-02-05 22:00:00,62.47794269238206,BuildingA,Feb,22
2023-02-05 23:00:00,13.267127621653277,BuildingA,Feb,23
2023-02-06 00:00:00,28.55334139409934,BuildingA,Feb,0
2023-02-06 01:00:00,15.655990607683908,BuildingA,Feb,1
2023-02-06 02:00:00,68.18751601242616,BuildingA,Feb,2
2023-02-06 03:00:00,32.983950761810064,BuildingA,Feb,3
2023-02-06 04:00:00,99.52413627246553,BuildingA,Feb,4
2023-02-06 05:00:00,99.60843115430076,BuildingA,Feb,5
2023-02-06 06:00:00,80.54392044313619,BuildingA,Feb,6
2023-02-06 07:00:00,59.42902002496585,BuildingA,Feb,7
2023-02-06 08:00:00,44.234371207961104,BuildingA,Feb,8
2023-02-06 09:00:00,40.08957107399666,BuildingA,Feb,9
2023-02-06 10:00:00,53.22564233538719,BuildingA,Feb,10
2023-02-06 11:00:00,76.7596470082714,BuildingA,Feb,11
2023-02-06 12:00:00,12.175329917427408,BuildingA,Feb,12
2023-02-06 13:00:00,76.57938584668355,BuildingA,Feb,13
2023-02-06 14:00:00,55.20202439709168,BuildingA,Feb,14
2023-02-06 15:00:00,37.442553369546296,BuildingA,Feb,15
2023-02-06 16:00:00,47.78970977693524,BuildingA,Feb,16
2023-02-06 17:00:00,36.13088733795222,BuildingA,Feb,17
2023-02-06 18:00:00,26.849476715587134,BuildingA,Feb,18
2023-02-06 19:00:00,18.547980631282837,BuildingA,Feb,19
2023-02-06 20:00:00,61.5768312773465,BuildingA,Feb,20
2023-02-06 21:00:00,78.54112864871328,BuildingA,Feb,21
2023-02-06 22:00:00,23.766956058579872,BuildingA,Feb,22
2023-02-06 23:00:00,55.0252035524362,BuildingA,Feb,23
2023-02-07 00:00:00,52.73747152434623,BuildingA,Feb,0
2023-02-07 01:00:00,37.82021244440331,BuildingA,Feb,1
2023-02-07 02:00:00,13.43774911316907,BuildingA,Feb,2
2023-02-07 03:00:00,71.56537722338055,BuildingA,Feb,3
2023-02-07 04:00:00,66.96588832431786,BuildingA,Feb,4
2023-02-07 05:00:00,19.057172021878333,BuildingA,Feb,5
2023-02-07 06:00:00,84.70960882644799,BuildingA,Feb,6
2023-02-07 07:00:00,83.1666206648801,BuildingA,Feb,7
2023-02-07 08:00:00,48.19831294849892,BuildingA,Feb,8
2023-02-07 09:00:00,71.9962800697718,BuildingA,Feb,9
2023-02-07 10:00:00,24.04686875400222,BuildingA,Feb,10
2023-02-07 11:00:00,82.8947776871673,BuildingA,Feb,11
2023-02-07 12:00:00,35.35418641255174,BuildingA,Feb,12
2023-02-07 13:00:00,11.732922864833538,BuildingA,Feb,13
2023-02-07 14:00:00,69.16763602273109,BuildingA,Feb,14
2023-02-07 15:00:00,72.37418969720001,BuildingA,Feb,15
2023-02-07 16:00:00,92.17390203688338,BuildingA,Feb,16
2023-02-07 17:00:00,36.270563971675344,BuildingA,Feb,17
2023-02-07 18:00:00,25.76668075868806,BuildingA,Feb,18
2023-02-07 19:00:00,37.62456355067423,BuildingA,Feb,19
2023-02-07 20:00:00,84.97245222550586,BuildingA,Feb,20
2023-02-07 21:00:00,90.41243198196644,BuildingA,Feb,21
2023-02-07 22:00:00,24.28323602884613,BuildingA,Feb,22
2023-02-07 23:00:00,80.47551136147861,BuildingA,Feb,23
2023-02-08 00:00:00,52.42176728581206,BuildingA,Feb,0
2023-02-08 01:00:00,73.53834399388217,BuildingA,Feb,1
2023-02-08 02:00:00,45.49453600624682,BuildingA,Feb,2
2023-02-08 03:00:00,55.25884167506317,BuildingA,Feb,3
2023-02-08 04:00:00,88.4281836868532,BuildingA,Feb,4
2023-02-08 05:00:00,38.9075216851175,BuildingA,Feb,5
2023-02-08 06:00:00,62.72048987769848,BuildingA,Feb,6
2023-02-08 07:00:00,99.50912965885708,BuildingA,Feb,7
2023-02-08 08:00:00,61.05338337003253,BuildingA,Feb,8
2023-02-08 09:00:00,55.723294742411326,BuildingA,Feb,9
2023-02-08 10:00:00,73.07264542307627,BuildingA,Feb,10
2023-02-08 11:00:00,19.98005078482536,BuildingA,Feb,11
2023-02-08 12:00:00,79.48977423007702,BuildingA,Feb,12
2023-02-08 13:00:00,84.22345685572192,BuildingA,Feb,13
2023-02-08 14:00:00,38.11249069277126,BuildingA,Feb,14
2023-02-08 15:00:00,68.47836010841439,BuildingA,Feb,15
2023-02-08 16:00:00,84.60790198310742,BuildingA,Feb,16
2023-02-08 17:00:00,60.67081080342122,BuildingA,Feb,17
2023-02-08 18:00:00,91.57209380822756,BuildingA,Feb,18
2023-02-08 19:00:00,93.8521691888993,BuildingA,Feb,19
2023-02-08 20:00:00,56.93788863658425,BuildingA,Feb,20
2023-02-08 21:00:00,53.382964998713845,BuildingA,Feb,21
2023-02-08 22:00:00,52.21339137783974,BuildingA,Feb,22
2023-02-08 23:00:00,25.07133205944632,BuildingA,Feb,23
2023-02-09 00:00:00,82.5349643789191,BuildingA,Feb,0
2023-02-09 01:00:00,89.51602271817411,BuildingA,Feb,1
2023-02-09 02:00:00,81.21511633095619,BuildingA,Feb,2
2023-02-09 03:00:00,14.06056246310568,BuildingA,Feb,3
2023-02-09 04:00:00,41.29789741133376,BuildingA,Feb,4
2023-02-09 05:00:00,82.07470078038425,BuildingA,Feb,5
2023-02-09 06:00:00,24.02787722091736,BuildingA,Feb,6
2023-02-09 07:00:00,44.87754964873793,BuildingA,Feb,7
2023-02-09 08:00:00,47.80156696818738,BuildingA,Feb,8
2023-02-09 09:00:00,81.28697130150917,BuildingA,Feb,9
2023-02-09 10:00:00,78.1031476656961,BuildingA,Feb,10
2023-02-09 11:00:00,97.60625016939214,BuildingA,Feb,11
2023-02-09 12:00:00,45.75961825519151,BuildingA,Feb,12
2023-02-09 13:00:00,61.33181268119327,BuildingA,Feb,13
2023-02-09 14:00:00,33.3652949076764,BuildingA,Feb,14
2023-02-09 15:00:00,97.05291376184148,BuildingA,Feb,15
2023-02-09 16:00:00,39.5470810593884,BuildingA,Feb,16
2023-02-09 17:00:00,19.65117041385785,BuildingA,Feb,17
2023-02-09 18:00:00,37.52053888081977,BuildingA,Feb,18
2023-02-09 19:00:00,49.667332311821845,BuildingA,Feb,19
2023-02-09 20:00:00,50.902121537823206,BuildingA,Feb,20
2023-02-09 21:00:00,79.08733016748583,BuildingA,Feb,21
2023-02-09 22:00:00,89.27377313071753,BuildingA,Feb,22
2023-02-09 23:00:00,30.20632392655897,BuildingA,Feb,23
2023-02-10 00:00:00,57.37633653747232,BuildingA,Feb,0
2023-02-10 01:00:00,49.75888774010652,BuildingA,Feb,1
2023-02-10 02:00:00,47.97628328516215,BuildingA,Feb,2
2023-02-10 03:00:00,28.36521984142436,BuildingA,Feb,3
2023-02-10 04:00:00,79.51819822202624,BuildingA,Feb,4
2023-02-10 05:00:00,77.79470111377819,BuildingA,Feb,5
2023-02-10 06:00:00,35.829448842660575,BuildingA,Feb,6
2023-02-10 07:00:00,96.24017198337388,BuildingA,Feb,7
2023-02-10 08:00:00,57.181135309469,BuildingA,Feb,8
2023-02-10 09:00:00,32.60370768351801,BuildingA,Feb,9
2023-02-10 10:00:00,30.727431217461103,BuildingA,Feb,10
2023-02-10 11:00:00,85.25680451892039,BuildingA,Feb,11
2023-02-10 12:00:00,66.36682487170344,BuildingA,Feb,12
2023-02-10 13:00:00,48.36717966609961,BuildingA,Feb,13
2023-02-10 14:00:00,79.94236694632276,BuildingA,Feb,14
2023-02-10 15:00:00,56.6267408782249,BuildingA,Feb,15
2023-02-10 16:00:00,74.56823670142158,BuildingA,Feb,16
2023-02-10 17:00:00,97.51336028365016,BuildingA,Feb,17
2023-02-10 18:00:00,62.00109235603821,BuildingA,Feb,18
2023-02-10 19:00:00,82.35747128791297,BuildingA,Feb,19
2023-02-10 20:00:00,73.13983689255876,BuildingA,Feb,20
2023-02-10 21:00:00,85.023496289478,BuildingA,Feb,21
2023-02-10 22:00:00,90.18357946501628,BuildingA,Feb,22
2023-02-10 23:00:00,26.80373541194636,BuildingA,Feb,23
2023-02-11 00:00:00,58.59814581479664,BuildingA,Feb,0
2023-02-11 01:00:00,98.38106904728232,BuildingA,Feb,1
2023-02-11 02:00:00,83.31776728967385,BuildingA,Feb,2
2023-02-11 03:00:00,48.32387212296224,BuildingA,Feb,3
2023-02-11 04:00:00,81.31833724703684,BuildingA,Feb,4
2023-02-11 05:00:00,42.91467502903615,BuildingA,Feb,5
2023-02-11 06:00:00,65.6634533248095,BuildingA,Feb,6
2023-02-11 07:00:00,57.28436823936135,BuildingA,Feb,7
2023-02-11 08:00:00,92.6009970400832,BuildingA,Feb,8
2023-02-11 09:00:00,74.13566137391878,BuildingA,Feb,9
2023-02-11 10:00:00,99.59166535059656,BuildingA,Feb,10
2023-02-11 11:00:00,77.54804705731249,BuildingA,Feb,11
2023-02-11 12:00:00,45.92826218892635,BuildingA,Feb,12
2023-02-11 13:00:00,16.670459489905795,BuildingA,Feb,13
2023-02-11 14:00:00,96.77399108922128,BuildingA,Feb,14
2023-02-11 15:00:00,87.72073905874817,BuildingA,Feb,15
2023-02-11 16:00:00,58.67186591957937,BuildingA,Feb,16
2023-02-11 17:00:00,68.11733946758628,BuildingA,Feb,17
2023-02-11 18:00:00,26.08153213578553,BuildingA,Feb,18
2023-02-11 19:00:00,21.28385714234359,BuildingA,Feb,19
2023-02-11 20:00:00,67.23914726250304,BuildingA,Feb,20
2023-02-11 21:00:00,76.3540449613308,BuildingA,Feb,21
2023-02-11 22:00:00,28.882352608237376,BuildingA,Feb,22
2023-02-11 23:00:00,17.13509694718615,BuildingA,Feb,23
2023-02-12 00:00:00,54.254168474626695,BuildingA,Feb,0
2023-02-12 01:00:00,39.64289111141947,BuildingA,Feb,1
2023-02-12 02:00:00,34.065092373869135,BuildingA,Feb,2
2023-02-12 03:00:00,40.79333685156196,BuildingA,Feb,3
2023-02-12 04:00:00,19.270183652046207,BuildingA,Feb,4
2023-02-12 05:00:00,81.77303869845929,BuildingA,Feb,5
2023-02-12 06:00:00,71.44308385075412,BuildingA,Feb,6
2023-02-12 07:00:00,92.18771133839996,BuildingA,Feb,7
2023-02-12 08:00:00,59.03959130949523,BuildingA,Feb,8
2023-02-12 09:00:00,19.716117815677265,BuildingA,Feb,9
2023-02-12 10:00:00,41.8484308934141,BuildingA,Feb,10
2023-02-12 11:00:00,29.8963971983714,BuildingA,Feb,11
2023-02-12 12:00:00,87.40020643127336,BuildingA,Feb,12
2023-02-12 13:00:00,49.016130461326135,BuildingA,Feb,13
2023-02-12 14:00:00,71.91350337698016,BuildingA,Feb,14
2023-02-12 15:00:00,51.25412199907577,BuildingA,Feb,15
2023-02-12 16:00:00,76.25500874419045,BuildingA,Feb,16
2023-02-12 17:00:00,62.260028597645714,BuildingA,Feb,17
2023-02-12 18:00:00,64.63746569587238,BuildingA,Feb,18
2023-02-12 19:00:00,91.07545554126692,BuildingA,Feb,19
2023-02-12 20:00:00,95.93925267834634,BuildingA,Feb,20
2023-02-12 21:00:00,52.74660706281367,BuildingA,Feb,21
2023-02-12 22:00:00,71.97393244716065,BuildingA,Feb,22
2023-02-12 23:00:00,91.73380742165912,BuildingA,Feb,23
2023-02-13 00:00:00,80.80072059868658,BuildingA,Feb,0
2023-02-13 01:00:00,84.1698490131799,BuildingA,Feb,1
2023-02-13 02:00:00,93.54277757126012,BuildingA,Feb,2
2023-02-13 03:00:00,85.47817939740973,BuildingA,Feb,3
2023-02-13 04:00:00,29.82055980608312,BuildingA,Feb,4
2023-02-13 05:00:00,48.94315469110969,BuildingA,Feb,5
2023-02-13 06:00:00,18.764307021557748,BuildingA,Feb,6
2023-02-13 07:00:00,15.556130201055083,BuildingA,Feb,7
2023-02-13 08:00:00,73.62507985403808,BuildingA,Feb,8
2023-02-13 09:00:00,83.02695364506516,BuildingA,Feb,9
2023-02-13 10:00:00,68.88625404776333,BuildingA,Feb,10
2023-02-13 11:00:00,85.64967894195382,BuildingA,Feb,11
2023-02-13 12:00:00,65.08292664851018,BuildingA,Feb,12
2023-02-13 13:00:00,80.25525489798875,BuildingA,Feb,13
2023-02-13 14:00:00,97.091581123816,BuildingA,Feb,14
2023-02-13 15:00:00,83.52981197075198,BuildingA,Feb,15
2023-02-13 16:00:00,63.71405237557301,BuildingA,Feb,16
2023-02-13 17:00:00,84.34749178332174,BuildingA,Feb,17
2023-02-13 18:00:00,68.80097807897141,BuildingA,Feb,18
2023-02-13 19:00:00,49.61571175973706,BuildingA,Feb,19
2023-02-13 20:00:00,55.76573947543928,BuildingA,Feb,20
2023-02-13 21:00:00,16.31695858447639,BuildingA,Feb,21
2023-02-13 22:00:00,18.682774815037263,BuildingA,Feb,22
2023-02-13 23:00:00,44.87388897609654,BuildingA,Feb,23
2023-02-14 00:00:00,40.87557907499435,BuildingA,Feb,0
2023-02-14 01:00:00,91.89660678396562,BuildingA,Feb,1
2023-02-14 02:00:00,35.02869296998334,BuildingA,Feb,2
2023-02-14 03:00:00,85.91011485361177,BuildingA,Feb,3
2023-02-14 04:00:00,82.3869396295787,BuildingA,Feb,4
2023-02-14 05:00:00,57.03233281958055,BuildingA,Feb,5
2023-02-14 06:00:00,87.22772603073722,BuildingA,Feb,6
2023-02-14 07:00:00,12.292207380884582,BuildingA,Feb,7
2023-02-14 08:00:00,35.80524743285459,BuildingA,Feb,8
2023-02-14 09:00:00,89.71210179420893,BuildingA,Feb,9
2023-02-14 10:00:00,54.93258388476638,BuildingA,Feb,10
2023-02-14 11:00:00,79.1529977792177,BuildingA,Feb,11
2023-02-14 12:00:00,87.93103285823702,BuildingA,Feb,12
2023-02-14 13:00:00,92.86557078880138,BuildingA,Feb,13
2023-02-14 14:00:00,55.96933363366632,BuildingA,Feb,14
2023-02-14 15:00:00,49.61261840821388,BuildingA,Feb,15
2023-02-14 16:00:00,45.658888439467766,BuildingA,Feb,16
2023-02-14 17:00:00,50.97956531626883,BuildingA,Feb,17
2023-02-14 18:00:00,69.16489166853881,BuildingA,Feb,18
2023-02-14 19:00:00,65.70607033114113,BuildingA,Feb,19
2023-02-14 20:00:00,74.81941590032365,BuildingA,Feb,20
2023-02-14 21:00:00,92.62394249621518,BuildingA,Feb,21
2023-02-14 22:00:00,34.435661617784966,BuildingA,Feb,22
2023-02-14 23:00:00,71.9870849283108,BuildingA,Feb,23
2023-02-15 00:00:00,59.70184533426374,BuildingA,Feb,0
2023-02-15 01:00:00,54.54589992341671,BuildingA,Feb,1
2023-02-15 02:00:00,76.98077851965537,BuildingA,Feb,2
2023-02-15 03:00:00,61.24940205669512,BuildingA,Feb,3
2023-02-15 04:00:00,31.505115526431418,BuildingA,Feb,4
2023-02-15 05:00:00,72.24592410801876,BuildingA,Feb,5
2023-02-15 06:00:00,62.68861439207884,BuildingA,Feb,6
2023-02-15 07:00:00,91.26747706971594,BuildingA,Feb,7
2023-02-15 08:00:00,73.41624365471549,BuildingA,Feb,8
2023-02-15 09:00:00,60.48579473227762,BuildingA,Feb,9
2023-02-15 10:00:00,79.86844175988601,BuildingA,Feb,10
2023-02-15 11:00:00,47.86199181516648,BuildingA,Feb,11
2023-02-15 12:00:00,45.4729283814973,BuildingA,Feb,12
2023-02-15 13:00:00,87.30051471037577,BuildingA,Feb,13
2023-02-15 14:00:00,98.74051323237948,BuildingA,Feb,14
2023-02-15 15:00:00,14.623292107290167,BuildingA,Feb,15
2023-02-15 16:00:00,92.12479585490615,BuildingA,Feb,16
2023-02-15 17:00:00,48.228496710839536,BuildingA,Feb,17
2023-02-15 18:00:00,79.65637543046336,BuildingA,Feb,18
2023-02-15 19:00:00,50.52129610108892,BuildingA,Feb,19
2023-02-15 20:00:00,80.0722791377477,BuildingA,Feb,20
2023-02-15 21:00:00,96.22313815755244,BuildingA,Feb,21
2023-02-15 22:00:00,32.66181829616538,BuildingA,Feb,22
2023-02-15 23:00:00,44.52319144748821,BuildingA,Feb,23
2023-02-16 00:00:00,55.25394713042172,BuildingA,Feb,0
2023-02-16 01:00:00,16.14955513781881,BuildingA,Feb,1
2023-02-16 02:00:00,33.39804568945591,BuildingA,Feb,2
2023-02-16 03:00:00,31.05869292753227,BuildingA,Feb,3
2023-02-16 04:00:00,63.64656426926403,BuildingA,Feb,4
2023-02-16 05:00:00,17.899004809740315,BuildingA,Feb,5
2023-02-16 06:00:00,27.229051532940964,BuildingA,Feb,6
2023-02-16 07:00:00,54.49225233519711,BuildingA,Feb,7
2023-02-16 08:00:00,44.14299558114822,BuildingA,Feb,8
2023-02-16 09:00:00,64.31480496210095,BuildingA,Feb,9
2023-02-16 10:00:00,20.61168219427656,BuildingA,Feb,10
2023-02-16 11:00:00,90.06535945907414,BuildingA,Feb,11
2023-02-16 12:00:00,99.30657103613824,BuildingA,Feb,12
2023-02-16 13:00:00,39.45665112313598,BuildingA,Feb,13
2023-02-16 14:00:00,65.79181973304821,BuildingA,Feb,14
2023-02-16 15:00:00,40.56583507765057,BuildingA,Feb,15
2023-02-16 16:00:00,11.823977131390354,BuildingA,Feb,16
2023-02-16 17:00:00,99.7667338878549,BuildingA,Feb,17
2023-02-16 18:00:00,18.87145896507464,BuildingA,Feb,18
2023-02-16 19:00:00,59.14019473913941,BuildingA,Feb,19
2023-02-16 20:00:00,37.28160056316053,BuildingA,Feb,20
2023-02-16 21:00:00,83.69582858409312,BuildingA,Feb,21
2023-02-16 22:00:00,66.65699456281348,BuildingA,Feb,22
2023-02-16 23:00:00,65.54396581762,BuildingA,Feb,23
2023-02-17 00:00:00,34.99264255546068,BuildingA,Feb,0
2023-02-17 01:00:00,72.61691490411442,BuildingA,Feb,1
2023-02-17 02:00:00,27.340806153147497,BuildingA,Feb,2
2023-02-17 03:00:00,95.63591460230934,BuildingA,Feb,3
2023-02-17 04:00:00,24.43340045181328,BuildingA,Feb,4
2023-02-17 05:00:00,55.55887502202292,BuildingA,Feb,5
2023-02-17 06:00:00,45.9140438716702,BuildingA,Feb,6
2023-02-17 07:00:00,25.539006675656747,BuildingA,Feb,7
2023-02-17 08:00:00,49.63346679403792,BuildingA,Feb,8
2023-02-17 09:00:00,54.3276738639136,BuildingA,Feb,9
2023-02-17 10:00:00,89.16082588867351,BuildingA,Feb,10
2023-02-17 11:00:00,50.58360919692749,BuildingA,Feb,11
2023-02-17 12:00:00,39.270907795575766,BuildingA,Feb,12
2023-02-17 13:00:00,92.03655115072796,BuildingA,Feb,13
2023-02-17 14:00:00,11.415173018190092,BuildingA,Feb,14
2023-02-17 15:00:00,86.84759074700861,BuildingA,Feb,15
2023-02-17 16:00:00,90.15546679688995,BuildingA,Feb,16
2023-02-17 17:00:00,55.128561107548265,BuildingA,Feb,17
2023-02-17 18:00:00,67.24479397120942,BuildingA,Feb,18
2023-02-17 19:00:00,91.74289666482122,BuildingA,Feb,19
2023-02-17 20:00:00,59.23365741932872,BuildingA,Feb,20
2023-02-17 21:00:00,54.96690882561384,BuildingA,Feb,21
2023-02-17 22:00:00,71.8417069071323,BuildingA,Feb,22
2023-02-17 23:00:00,33.235417762717546,BuildingA,Feb,23
2023-02-18 00:00:00,71.55130955168343,BuildingA,Feb,0
2023-02-18 01:00:00,89.85068329522552,BuildingA,Feb,1
2023-02-18 02:00:00,72.70434033851284,BuildingA,Feb,2
2023-02-18 03:00:00,51.47382641765658,BuildingA,Feb,3
2023-02-18 04:00:00,82.81553458661764,BuildingA,Feb,4
2023-02-18 05:00:00,28.46912449739944,BuildingA,Feb,5
2023-02-18 06:00:00,11.223917229373091,BuildingA,Feb,6
2023-02-18 07:00:00,71.99335341461583,BuildingA,Feb,7
2023-02-18 08:00:00,26.604593115942524,BuildingA,Feb,8
2023-02-18 09:00:00,24.902229591409707,BuildingA,Feb,9
2023-02-18 10:00:00,66.47226105106492,BuildingA,Feb,10
2023-02-18 11:00:00,46.57046537489356,BuildingA,Feb,11
2023-02-18 12:00:00,84.6704773388066,BuildingA,Feb,12
2023-02-18 13:00:00,67.60414779691212,BuildingA,Feb,13
2023-02-18 14:00:00,55.97136896288552,BuildingA,Feb,14
